SUBST�NCIA;PF 17% ALC;PF 17;TIPO DE PRODUTO;COMERCIALIZA��O 2019
HIALURONATO DE SÓDIO;52,70;52,70;Específico;Não
FUMARATO DE CETOTIFENO;34,77;34,77;Genérico;Sim
CLORIDRATO DE NEBIVOLOL;50,42;57,92;Genérico;Sim
"PERINDOPRIL ARGININA;BESILATO DE ANLODIPINO";75,75;87,02;Novo;Sim
SECUQUINUMABE;2980,87;3424,23;Biológico;Não
ÁGUA PARA INJETÁVEIS;187,41;187,41;Específico;Sim
CLORIDRATO DE FLUOXETINA;34,52;34,52;Genérico;Sim
PREDNISONA;11,73;11,73;Genérico;Sim
HEMITARTARATO DE ZOLPIDEM;19,43;19,43;Similar;Não
CLORIDRATO DE PAROXETINA;1377,43;1377,43;Genérico;Não
CLORIDRATO DE FLUOXETINA;31,83;31,83;Genérico;Sim
FATOR VIII DE COAGULAÇÃO;1380,00;1585,25;Novo;Sim
VALERATO DE ESTRADIOL MICRONIZADO;38,70;38,70;Genérico;Não
HEMIFUMARATO DE QUETIAPINA;274,98;274,98;Similar;Não
CLORIDRATO DE BROMEXINA;13,21;15,17;Novo;Não
HEMIFUMARATO DE QUETIAPINA;87,60;87,60;Similar;Não
DIPROPIONATO DE BECLOMETASONA;34,02;34,02;Similar;Sim
"TIROTRICINA;BENZOCAÍNA";11,11;12,77;Similar;Não
ORLIPASTAT;280,35;322,04;Similar;Sim
"GLICOSE;CLORETO DE SÓDIO";142,81;142,81;Específico;Sim
CLORIDRATO DE SERTRALINA;171,12;171,12;Similar;Sim
SUCCINATO DE DESVENLAFAXINA MONOIDRATADO;152,35;152,35;Similar;Sim
CLORIDRATO DE FLUOXETINA;25,07;25,07;Genérico;Sim
CLORIDRATO DE DOXICICLINA;37,66;37,66;Genérico;Sim
 ALFASIMOCTOCOGUE;2693,31;2693,31;Biológico;Não
"HIDROCLOROTIAZIDA;MALEATO DE ENALAPRIL";94,52;94,52;Similar;Não
LEVOFLOXACINO HEMI-HIDRATADO;41,89;41,89;Genérico;Sim
CLORIDRATO DE TAPENTADOL;118,74;136,40;Novo;Não
CETOCONAZOL;14,59;16,76;Genérico;Não
PROPATILNITRATO;83,78;83,78;Novo;Sim
CLORIDRATO DE VENLAFAXINA;63,22;63,22;Genérico;Sim
ANASTROZOL;497,75;497,75;Genérico;Não
CITRATO DE SILDENAFILA;42,55;48,87;Genérico;Sim
"CARBONATO DE CÁLCIO;HIDRÓXIDO DE ALUMÍNIO;HIDRÓXIDO DE MAGNÉSIO";23,38;26,85;Específico;Sim
"CLORETO DE AMÔNIO;CITRATO DE SÓDIO;CLORIDRATO DE DIFENIDRAMINA";8,97;10,31;Novo;Sim
"CLORIDRATO DE MEMANTINA;CLORIDRATO DE DONEPEZILA";474,10;544,61;Similar;Não
CLORIDRATO DE CIPROFLOXACINO ;28,54;28,54;Similar;Não
CLORIDRATO DE SIBUTRAMINA;59,60;68,46;Similar;Sim
HIDROGENOTARTARATO DE RIVASTIGMINA;;;Genérico;Não
CITRATO DE SILDENAFILA;11,67;13,41;Genérico;Sim
FENDIZOATO DE CLOPERASTINA;21,67;24,89;Genérico;Não
"CLORETO DE CÁLCIO;GELATINA;CLORETO DE POTÁSSIO;CLORETO DE SÓDIO";54,98;63,16;Similar;Não
"LACTATO DE SÓDIO;CLORETO DE MAGNÉSIO HEXAIDRATADO;CLORETO DE SÓDIO;GLICOSE MONOIDRATADA;CLORETO DE CÁLCIO DIIDRATADO";;;Específico;Sim
CLORIDRATO  DE ONDANSETRONA DI-HIDRATADO;1404,40;1404,40;Similar;Sim
CLORIDRATO DE VANCOMICINA;748,87;748,87;Similar;Não
"ION CITRATO;BICARBONATO DE SÓDIO;CARBONATO DE SÓDIO";43,27;49,70;Específico;Sim
METRONIDAZOL;;;Similar;Não
TARTARATO DE METOPROLOL;321,83;321,83;Genérico;Não
FOSFATO SÓDICO DE PREDNISOLONA;19,66;19,66;Similar;Sim
BISSULFATO DE CLOPIDOGREL;42,90;42,90;Genérico;Não
DROPROPIZINA;11,45;13,15;Genérico;Não
CARBAMAZEPINA;218,19;218,19;Similar;Não
CLORIDRATO DE METFORMINA;12,70;12,70;Genérico;Sim
CLORIDRATO DE AZELASTINA;20,06;23,05;Genérico;Não
FOSFATO SÓDICO DE PREDNISOLONA;8,77;8,77;Genérico;Sim
VALPROATO DE SÓDIO;466,22;466,22;Genérico;Sim
NIMESULIDA;18,92;18,92;Genérico;Sim
OXALATO DE ESCITALOPRAM;140,70;140,70;Genérico;Sim
LOSARTANA POTÁSSICA;22,90;22,90;Genérico;Sim
CARVEDILOL;56,29;56,29;Genérico;Sim
CLORIDRATO DE FLUOXETINA;104,41;104,41;Genérico;Sim
"ACETILRACEMETIONINA;BETAÍNA;CITRATO DE COLINA";109,43;125,71;Específico;Sim
"HIDROCLOROTIAZIDA;LOSARTANA POTÁSSICA";54,86;54,86;Similar;Sim
DIPIRONA;6,81;7,82;Genérico;Sim
CLORIDRATO DE RANITIDINA;1579,29;1579,29;Similar;Não
BROMIDRATO DE GALANTAMINA;225,41;225,41;Similar;Não
CITRATO DE SILDENAFILA;40,45;46,46;Genérico;Não
CITRATO DE SILDENAFILA;142,89;164,14;Genérico;Não
OXALATO DE ESCITALOPRAM;216,37;216,37;Similar;Sim
OXALIPLATINA;4228,52;4228,52;Similar;Sim
CLORIDRATO DE SERTRALINA;119,37;119,37;Genérico;Sim
AMOXICILINA TRI-HIDRATADA;43,78;43,78;Genérico;Sim
FATOR VIII DE COAGULAÇÃO;982,83;982,83;Biológicos;Não
BESILATO DE CISATRACÚRIO;1290,22;1290,22;Similar;Não
PARACETAMOL;17,77;20,41;Similar;Sim
BUPRENORFINA;92,32;106,05;Novo;Sim
ÁGUA PARA INJETÁVEIS;6,98;6,98;Específico;Sim
BROMOPRIDA;16,20;18,61;Genérico;Sim
NI/NC;;;Biológico;Não
LAMOTRIGINA;39,28;39,28;Genérico;Sim
CANDESARTANA CILEXETILA;116,19;116,19;Novo;Não
CLORIDRATO DE PIOGLITAZONA;132,40;132,40;Similar;Sim
ATORVASTATINA CÁLCICA;104,78;104,78;Similar;Não
PREDNISONA;15,53;15,53;Genérico;Sim
CLORIDRATO DE TRAMADOL;28,08;28,08;Similar;Sim
ACTAEA RACEMOSA L.;67,73;77,80;Fitoterápico;Sim
CARBOCISTEÍNA;10,42;11,97;Genérico;Não
OXALATO DE ESCITALOPRAM;267,28;267,28;Genérico;Sim
LEVOTIROXINA SÓDICA;8,64;8,64;Novo;Não
ÁCIDO ACETILSALICÍLICO;32,20;36,99;Similar;Sim
"CARBONATO DE CÁLCIO;COLECALCIFEROL";47,27;54,30;Específico;Não
OLANZAPINA;202,33;202,33;Genérico;Sim
MESILATO SÓDICO DE COLISTINA;55,41;55,41;Novo;Sim
CLORIDRATO DE NEBIVOLOL;50,39;57,88;Genérico;Sim
ANTÍGENO DE SUPERFÍCIE DA HEPATITE B;;;Biológico;Sim
ENOXAPARINA SÓDICA;180,17;180,17;Biológicos;Sim
NI/NC;;;Biológico;Não
"SINVASTATINA;EZETIMIBA";52,54;52,54;Genérico;Não
TIBOLONA;67,01;67,01;Novo;Sim
SOMATROPINA;760,37;760,37;Biológico;Não
DIMENIDRINATO;12,58;14,45;Similar;Não
VACINA INFLUENZA TETRAVALENTE (INATIVADA, SUBUNITÁRIA);843,00;843,00;Biológico;Não
RISPERIDONA;45,08;45,08;Similar;Sim
"ASPARTATO DE ARGININA;ÁCIDO ASCÓRBICO";30,10;34,58;Específico;Não
SECNIDAZOL;16,04;18,42;Similar;Não
CLOTRIMAZOL;20,55;23,60;Novo;Sim
LACOSAMIDA;129,28;148,51;Novo;Não
OXALIPLATINA;4784,66;4784,66;Similar;Sim
IBANDRONATO DE SÓDIO MONOIDRATADO;161,70;161,70;Similar;Não
LISINATO DE CETOPROFENO;32,55;32,55;Novo;Sim
ALENDRONATO DE SÓDIO TRI-HIDRATADO;106,81;106,81;Genérico;Sim
ACETILCISTEÍNA;17,73;20,36;Novo;Sim
TOBRAMICINA;6747,67;6747,67;Novo;Não
BISACODIL;23,05;26,48;Similar;Não
CLORIDRATO DE SERTRALINA;222,46;222,46;Similar;Não
TRASTUZUMABE;12572,89;12572,89;Novo;Sim
"CLORIDRATO DE BENSERAZIDA;LEVODOPA";29,88;29,88;Similar;Sim
"TIABENDAZOL;NEOMICINA";25,60;29,41;Similar;Sim
ALIROCUMABE;1767,76;2030,68;Biológico;Não
DICLOFENACO COLESTIRAMINA;17,29;17,29;Genérico;Sim
OXALATO DE ESCITALOPRAM;109,60;109,60;Similar;Não
SULFATO DE TERBUTALINA;18,81;18,81;Novo;Não
DIASPARTATO DE PASIREOTIDA;17308,46;19882,80;Novo;Sim
"SENNA ALEXANDRINA MILL.;CASSIA FISTULA";54,55;62,66;Fitoterápico;Sim
ALFA1ANTITRIPSINA;1621,26;1621,26;Biológico;Não
CETOPROFENO;17,23;17,23;Similar;Não
"ATENOLOL;CLORTALIDONA";50,84;50,84;Similar;Sim
ALPRAZOLAM;28,13;28,13;Similar;Sim
ÁCIDO ACETILSALICÍLICO;25,04;28,77;Similar;Sim
PREDNISONA;14,72;14,72;Genérico;Não
DEXAMETASONA;172,87;172,87;Genérico;Sim
ERITROPOIETINA;664,99;664,99;Biológico;Não
NITAZOXANIDA;175,08;201,11;Genérico;Não
BROMAZEPAM;13,47;13,47;Genérico;Não
CARVEDILOL;23,49;23,49;Similar;Não
PARACETAMOL;270,01;310,17;Similar;Não
CETOCONAZOL;146,35;168,12;Genérico;Sim
CLORIDRATO DE CEFEPIMA;1829,82;1829,82;Genérico;Sim
ACETILCISTEÍNA;131,16;150,67;Genérico;Não
"DIPIRONA MONOIDRATADA;CAFEÍNA ANIDRA;CITRATO DE ORFENADRINA";6,73;7,74;Similar;Sim
"HIDROCLOROTIAZIDA;LOSARTANA POTÁSSICA";30,90;30,90;Similar;Não
GLIMEPIRIDA;78,59;78,59;Novo;Não
CLORIDRATO DE AMBROXOL;9,58;11,01;Genérico;Sim
SUCCINATO DE DESVENLAFAXINA MONOIDRATADO;127,24;127,24;Similar;Sim
COLECALCIFEROL;55,21;63,42;Específico;Sim
"LEVONORGESTREL;ETINILESTRADIOL";15,83;15,83;Novo;Sim
IMUNOGLOBULINA HETERÓLOGA CONTRA VENENO DE BOTHROPS SP;;;Biológico;Não
"PERTACTINA;TOXÓIDE DIFTÉRICO;HEMAGLUTININA FILAMENTOSA;AGLUTINÓGENOS FIMBRIAIS DE BORDETELLA PERTUSSIS DOS SOROTIPOS 2 E 3;TOXÓIDE TETÂNICO;TOXÓIDE PERTUSSIS";105,31;105,31;Biológico;Não
ORLIPASTAT;101,75;116,89;Similar;Não
CISPLATINA;322,40;322,40;Similar;Sim
FOSFATO DISSÓDICO DE DEXAMETASONA;868,95;868,95;Genérico;Sim
PACLITAXEL;2045,51;2045,51;Genérico;Não
LISINATO DE CETOPROFENO;68,94;68,94;Novo;Sim
ESOMEPRAZOL MAGNÉSICO;100,20;100,20;Similar;Não
LEVOTIROXINA SÓDICA;17,22;17,22;Novo;Não
SACCHAROMYCES BOULARDII;24,04;27,62;Biológico;Não
FATOR DE VON WILLEBRAND;3435,52;3946,50;Biológico;Sim
CLORIDRATO DE DONEPEZILA;310,99;310,99;Genérico;Não
GLICOSE;6,81;6,81;Específico;Sim
LEVOTIROXINA SÓDICA;31,99;31,99;Novo;Sim
DIPROPIONATO DE BECLOMETASONA;58,47;58,47;Novo;Sim
CLONAZEPAM;7,76;7,76;Genérico;Sim
CLORIDRATO DE CEFEPIMA;112,28;112,28;Genérico;Não
GLICOSE;368,71;368,71;Similar;Sim
ARIPIPRAZOL;294,24;294,24;Genérico;Não
CABERGOLINA;230,89;230,89;Similar;Não
"HIPOFOSFITO DE SÓDIO;PALMITATO DE RETINOL;COLECALCIFEROL";12,67;14,56;Novo;Não
CLORIDRATO DE NAFAZOLINA;13,50;15,51;Similar;Sim
EVEROLIMO;38988,29;38988,29;Genérico;Não
MANITOL;561,24;561,24;Similar;Não
NITAZOXANIDA;20,05;23,03;Similar;Não
COLECALCIFEROL;364,32;418,50;Específico;Não
CLORIDRATO DE TIAMINA;16,52;18,98;Específico;Não
FENDIZOATO DE CLOPERASTINA;20,41;23,44;Similar;Sim
BICALUTAMIDA;598,86;598,86;Genérico;Não
CLORIDRATO DE ZIPRASIDONA MONOIDRATADO;;;Genérico;Não
CLORIDRATO DE VENLAFAXINA;189,76;189,76;Genérico;Não
CLORIDRATO DE GENCITABINA;201,81;201,81;Similar;Sim
CLORIDRATO DE VENLAFAXINA;125,70;125,70;Genérico;Não
LAMOTRIGINA;142,99;142,99;Similar;Não
"HIDROCLOROTIAZIDA;TELMISARTANA";119,52;119,52;Similar;Não
GLICONATO DE CLOREXIDINA;9,36;10,75;Similar;Não
TENOXICAM;33,95;33,95;Genérico;Não
"PALMITATO DE RETINOL;ÓXIDO DE ZINCO;COLECALCIFEROL";13,27;15,25;Específico;Sim
FINASTERIDA;42,52;48,85;Genérico;Sim
OXALATO DE ESCITALOPRAM;313,71;313,71;Similar;Sim
CEFADROXILA;101,90;101,90;Similar;Não
CLORIDRATO DE BUPIVACAÍNA;24,31;24,31;Similar;Não
DICLOFENACO DIETILAMÔNIO;12,03;13,82;Similar;Sim
"VALSARTANA;HIDROCLOROTIAZIDA";33,58;33,58;Genérico;Não
NITRATO DE MICONAZOL;20,05;20,05;Similar;Não
GALCANEZUMABE;1824,97;2096,40;Biológico;Não
"VALSARTANA;HIDROCLOROTIAZIDA";80,16;80,16;Genérico;Não
GLICOSE;162,59;162,59;Específico;Sim
GENFIBROZILA;;;Genérico;Sim
CICLOPIROX;109,24;125,49;Similar;Não
DESOGESTREL;201,82;201,82;Genérico;Não
CLORIDRATO DE TANSULOSINA;40,39;40,39;Similar;Não
"MEGLUMINA;ÁCIDO IOXITALÂMICO";1496,54;1496,54;Similar;Sim
DEFERASIROX;7597,75;7597,75;Genérico;Não
"DIMENIDRINATO;CLORIDRATO DE PIRIDOXINA";144,14;165,58;Similar;Não
CLORIDRATO DE PIOGLITAZONA;163,31;163,31;Similar;Sim
ALENDRONATO DE SÓDIO TRI-HIDRATADO;40,13;40,13;Similar;Sim
DIPIRONA MONOIDRATADA;108,82;125,01;Novo;Não
SECNIDAZOL;11,89;13,65;Similar;Sim
CLORIDRATO DE NORTRIPTILINA;27,63;27,63;Novo;Não
MELOXICAM;19,51;19,51;Similar;Sim
HIDROCLOROTIAZIDA;16,45;16,45;Similar;Não
"SIMETICONA;METILBROMETO DE HOMATROPINA";11,42;13,12;Genérico;Não
CLORIDRATO DE CIPROFLOXACINO MONOIDRATADO;33,37;33,37;Similar;Sim
CLOXAZOLAM;30,08;30,08;Novo;Não
COLECALCIFEROL;15,10;17,35;Específico;Não
CLORIDRATO DE PAROXETINA;77,05;77,05;Novo;Sim
PANTOPRAZOL;34,55;34,55;Genérico;Não
MESILATO DE DOXAZOSINA;37,99;37,99;Similar;Não
PARACETAMOL;11,94;13,72;Genérico;Sim
ATENOLOL;18,20;18,20;Similar;Sim
METRONIDAZOL;20,01;20,01;Novo;Não
"VALERATO DE DIFLUCORTOLONA;NITRATO DE ISOCONAZOL";22,01;25,28;Novo;Sim
ENTACAPONA;160,31;160,31;Similar;Sim
"MALEATO DE CLORFENIRAMINA;PARACETAMOL;CLORIDRATO DE FENILEFRINA";111,98;128,64;Similar;Sim
PITAVASTATINA CÁLCICA;26,23;30,13;Similar;Não
"NITRATO DE MICONAZOL;METRONIDAZOL";56,97;65,44;Novo;Sim
GLUCAGON;134,52;134,52;Similar;Sim
CLORIDRATO DE TIORIDAZINA;31,34;31,34;Novo;Sim
ETANERCEPTE;2719,92;2719,92;Biológico;Não
SULFATO DE GENTAMICINA;59,78;59,78;Similar;Sim
"DIMETICONA;HIDRÓXIDO DE ALUMÍNIO;HIDRÓXIDO DE MAGNÉSIO";8,48;9,74;Similar;Não
ORYZA SATIVA;19,49;22,39;Fitoterápico;Não
CLORIDRATO DE OXICODONA;107,57;107,57;Similar;Não
"ÁCIDO FUSÍDICO;VALERATO DE BETAMETASONA";33,37;38,33;Genérico;Sim
MALEATO ÁCIDO DE TIMOLOL;8,71;8,71;Similar;Sim
NAPROXENO;20,07;23,06;Genérico;Sim
CLORIDRATO DE PAROXETINA;18,82;18,82;Novo;Sim
CLORIDRATO DE RANITIDINA;40,29;40,29;Similar;Não
NAPROXENO;8,76;10,06;Similar;Sim
CAPECITABINA;2725,29;2725,29;Similar;Não
"SINVASTATINA;EZETIMIBA";110,19;110,19;Novo;Sim
HEMIFUMARATO DE QUETIAPINA;51,53;51,53;Genérico;Sim
OMEPRAZOL;50,35;50,35;Genérico;Sim
MONTELUCASTE DE SÓDIO;23,06;23,06;Genérico;Não
BISGLICINATO FERROSO;31,12;35,75;Específico;Não
"CLORIDRATO DE OXICODONA;CLORIDRATO DE NALOXONA";415,76;415,76;Novo;Não
"CLORIDRATO DE LIDOCAINA;POLIDOCANOL";8,01;9,21;Novo;Sim
TALIDOMIDA;;;Similar;Sim
CABERGOLINA;52,42;52,42;Genérico;Sim
CLORIDRATO DE DULOXETINA;331,92;331,92;Similar;Não
BITARTARATO DE METARAMINOL;123,86;123,86;Similar;Sim
"CLORETO DE MAGNÉSIO HEXAIDRATADO;CLORETO DE POTÁSSIO;CLORETO DE SÓDIO;CLORETO DE CÁLCIO DIIDRATADO";;;Específico;Não
SUCCINATO DE DESVENLAFAXINA MONOIDRATADO;89,01;89,01;Genérico;Sim
ATENOLOL;31,06;31,06;Genérico;Sim
"LEVOMENTOL;CÂNFORA (2-BORNANONA)";7,61;8,74;Similar;Não
SULFATO DE SALBUTAMOL;4,24;4,24;Genérico;Não
CLORIDRATO DE AMIODARONA;16,93;16,93;Genérico;Não
CLORIDRATO DE MIDAZOLAM;129,82;129,82;Similar;Sim
SULFATO DE MORFINA;193,42;193,42;Similar;Não
ACEBROFILINA;16,17;16,17;Genérico;Sim
CLORIDRATO DE ERLOTINIBE;5278,05;5278,05;Genérico;Não
VACINA RAIVA (INATIVADA);;;Biológico;Não
"DIMETICONA;HIDRÓXIDO DE ALUMÍNIO;HIDRÓXIDO DE MAGNÉSIO";9,28;10,66;Similar;Não
SUCCINATO DE DESVENLAFAXINA MONOIDRATADO;108,28;108,28;Similar;Sim
REPAGLINIDA;53,70;53,70;Genérico;Sim
ÁCIDO ASCÓRBICO;48,39;48,39;Específico;Não
CITRATO DE SILDENAFILA;;;Genérico;Não
"BESILATO DE ANLODIPINO;LOSARTANA POTÁSSICA";59,96;59,96;Genérico;Não
ALFAEFTRENONACOGUE;1240,54;1240,54;Biológico;Não
"ETINILESTRADIOL;DROSPIRENONA";38,34;38,34;Similar;Sim
ALFATUROCTOCOGUE;1341,43;1341,43;Biológico;Não
CLORIDRATO DE RANITIDINA;24,87;24,87;Genérico;Sim
CLORIDRATO DE TERBINAFINA;164,77;164,77;Genérico;Não
MICOFENOLATO DE MOFETILA;;;Genérico;Não
HEDERA HELIX (HERA);48,81;56,06;Fitoterápico;Não
ACEBROFILINA;27,61;27,61;Similar;Sim
"IODETO DE POTÁSSIO;MONONITRATO DE TIAMINA;NICOTINAMIDA;CLORETO DE CROMO;ÓXIDO DE MAGNÉSIO;SULFATO DE MANGANÊS;ACETATO DE RETINOL;PANTOTENATO DE CÁLCIO;RIBOFLAVINA;CLORIDRATO DE PIRIDOXINA;ÁCIDO ASCÓRBICO;CIANOCOBALAMINA;FLUORETO DE SÓDIO;FUMARATO FERROSO;CARBONATO DE CÁLCIO;ACETATO DE RACEALFATOCOFEROL;ÁCIDO FÓLICO;ÓXIDO DE ZINCO;BIOTINA;COLECALCIFEROL;ÓXIDO DE COBRE";40,48;46,50;Similar;Sim
COLECALCIFEROL;34,57;39,72;Específico;Sim
LAMOTRIGINA;52,17;52,17;Genérico;Sim
LEVOTIROXINA SÓDICA;9,14;9,14;Novo;Não
LOSARTANA POTÁSSICA;11,04;11,04;Similar;Sim
OLANZAPINA;70,71;70,71;Similar;Não
DICLOFENACO SÓDICO;76,90;76,90;Genérico;Sim
ALBENDAZOL;10,11;10,11;Novo;Sim
NITRATO DE MICONAZOL;11,90;13,67;Similar;Não
CLORIDRATO DE VENLAFAXINA;62,86;62,86;Similar;Sim
"CAFEÍNA;HIDRÓXIDO DE ALUMÍNIO;MALEATO DE MEPIRAMINA;ÁCIDO ACETILSALICÍLICO";14,16;16,26;Novo;Sim
CAPTOPRIL;16,01;16,01;Genérico;Não
COLECALCIFEROL;53,51;61,47;Específico;Sim
PROPIONATO DE CLOBETASOL;26,53;26,53;Similar;Sim
NIMESULIDA;10,65;12,23;Similar;Sim
ÓXIDO DE ZINCO;12,16;13,96;Similar;Não
HALOPERIDOL;;;Similar;Sim
MALEATO DE DEXCLORFENIRAMINA;194,76;223,73;Genérico;Sim
ALFAOCTOCOGUE;3548,08;3548,08;Biológicos;Sim
LAMOTRIGINA;15,10;15,10;Similar;Não
CLORIDRATO DE AMBROXOL;8,99;10,33;Genérico;Sim
CEFALOTINA SODICA;268,39;268,39;Similar;Não
DIPIRONA;8,65;9,94;Genérico;Sim
COLECALCIFEROL;30,97;35,58;Específico;Sim
COLECALCIFEROL;80,20;92,12;Específico;Não
CLORIDRATO DE VANCOMICINA;925,39;925,39;Genérico;Não
ALENDRONATO DE SÓDIO TRI-HIDRATADO;159,20;159,20;Similar;Sim
CLORIDRATO DE METFORMINA;87,45;87,45;Similar;Não
"CLORIDRATO DE TIAMINA;PANTOTENATO DE CÁLCIO;ÁCIDO GAMAMINOBUTÍRICO;CLORIDRATO DE PIRIDOXINA;CLORIDRATO DE LISINA";23,82;27,36;Novo;Sim
IBANDRONATO DE SÓDIO MONOIDRATADO;121,67;121,67;Genérico;Não
ACETATO DE DEXAMETASONA;7,13;7,13;Genérico;Sim
CLORIDRATO DE PROMETAZINA;76,56;87,95;Similar;Sim
CIPROFIBRATO;69,28;69,28;Similar;Sim
TOPIRAMATO;15,86;15,86;Similar;Não
AZITROMICINA DI-HIDRATADA;114,70;114,70;Genérico;Não
"NITRATO DE MICONAZOL;TINIDAZOL";21,41;24,59;Genérico;Sim
"MAYTENUS ILICIFOLIA MART.EX.REISS;JATEORHIZA PALMATA MIERS";9,63;11,06;Fitoterápico;Sim
DESLORATADINA;30,01;34,48;Similar;Sim
SECNIDAZOL;9,24;10,61;Genérico;Sim
DICLORIDRATO DE PRAMIPEXOL;;;Genérico;Não
LOSARTANA POTÁSSICA;29,33;29,33;Similar;Não
AMPICILINA SÓDICA;238,71;238,71;Similar;Não
CLORIDRATO DE ANAGRELIDA;2642,65;2642,65;Novo;Não
DESFLURANO;1323,92;1323,92;Novo;Sim
DESLORATADINA;22,56;25,91;Genérico;Sim
RIBAVIRINA (PORT. 344/98 LISTA C 1);;;Similar;Sim
VACINA CONTRA RAIVA;91,98;91,98;-(*);Não
"DESOGESTREL;ETINILESTRADIOL";22,10;22,10;Genérico;Sim
PREDNISOLONA;199,17;199,17;Genérico;Não
CLORIDRATO DE VANCOMICINA;216,27;216,27;Genérico;Não
MONTELUCASTE DE SÓDIO;19,64;19,64;Similar;Não
MALEATO DE ENALAPRIL;24,42;24,42;Similar;Não
CLORIDRATO DE VILAZODONA;138,15;158,69;Novo;Não
ACITRETINA;1160,12;1160,12;Novo;Sim
TOPIRAMATO;159,94;159,94;Genérico;Não
"GLICOSE;CLORETO DE SÓDIO";7,13;7,13;Específico;Sim
SINVASTATINA;339,31;339,31;Genérico;Não
METILDOPA;34,30;34,30;Genérico;Sim
CIPROFLOXACINO;73,40;73,40;Similar;Não
"MALEATO DE CLORFENIRAMINA;PARACETAMOL;CLORIDRATO DE FENILEFRINA";65,23;74,93;Similar;Sim
PANTOPRAZOL SÓDICO SESQUI-HIDRATADO;83,94;83,94;Similar;Sim
CITRATO DE IXAZOMIBE;20673,28;23748,08;Novo;Sim
HEMITARTARATO DE ZOLPIDEM;56,52;56,52;Novo;Sim
"ACETATO DE RETINOL;COLECALCIFEROL";16,85;19,35;Específico;Não
ALFAINTERFERONA 2B;;;Biológico;Não
PRAVASTATINA SÓDICA;64,51;64,51;Genérico;Não
HALOPERIDOL;157,88;157,88;Similar;Não
NORETISTERONA;6,05;6,05;Genérico;Sim
CLORIDRATO DE GENCITABINA;184,61;184,61;Similar;Sim
"ÁCIDO SALICÍLICO;DIPROPIONATO DE BETAMETASONA";17,57;20,18;Genérico;Sim
DEXPANTENOL;12,66;14,54;Específico;Sim
PROGESTERONA;60,54;60,54;Similar;Sim
CLORIDRATO DE AMBROXOL;15,93;18,30;Genérico;Sim
SALICILATO DE METILA;9,24;10,61;Novo;Sim
"HESPERIDINA;DIOSMINA";48,96;56,24;Específico;Sim
DIPIRONA MONOIDRATADA;7,56;8,69;Novo;Não
CLORIDRATO DE TRAZODONA;44,10;44,10;Genérico;Não
HIDROCLOROTIAZIDA;7,78;7,78;Genérico;Sim
HIDROCLOROTIAZIDA;5,02;5,02;Similar;Sim
MALEATO DE ENALAPRIL;27,53;27,53;Similar;Sim
"CLORIDRATO DE NAFAZOLINA;DEXPANTENOL;MALEATO DE MEPIRAMINA";11,34;13,02;Novo;Sim
ALFAFOLITROPINA;1071,63;1071,63;Biológicos;Sim
TERCONAZOL;30,56;35,11;Genérico;Sim
MESSALAZINA;337,71;337,71;Novo;Sim
"BESILATO DE ANLODIPINO;TELMISARTANA";21,65;24,88;Novo;Sim
CLORIDRATO DE RANITIDINA;29,28;29,28;Genérico;Sim
CITARABINA;48,65;48,65;Similar;Não
ÁGUA PARA INJETÁVEIS;7,76;7,76;Específico;Sim
GENFIBROZILA;81,51;81,51;Novo;Não
"LORATADINA;SULFATO DE PSEUDOEFEDRINA";17,48;20,08;Similar;Sim
GAMANONACOGUE;7283,72;7283,72;Biológicos;Não
BESILATO DE ATRACÚRIO;613,33;613,33;Similar;Sim
LATANOPROSTA;85,31;85,31;Genérico;Não
CLORIDRATO DE CINACALCETE;2526,64;2902,44;Similar;Não
NAPROXENO;11,26;12,94;Similar;Sim
MALEATO DE LEVOMEPROMAZINA;8,20;8,20;Novo;Não
"FENILALANINA;PROLINA;TRIPTOFANO;ACETATO DE SÓDIO;LEVOVALINA;GLICEROL;SERINA;ACETATO DE POTÁSSIO;TREONINA;ÁCIDO GLUTÂMICO;CLORIDRATO DE LISINA;GLICOSE;CLORETO DE CÁLCIO DIIDRATADO;LEUCINA;GLICINA;ISOLEUCINA;LEVOMETIONINA;ALANINA;ÁCIDO ASPÁRTICO;ARGININA;CLORETO DE SÓDIO";3417,44;3417,44;Similar;Sim
MELOXICAM;28,20;28,20;Similar;Sim
CLORIDRATO DE FEXOFENADINA;41,48;47,65;Similar;Não
BROMAZEPAM;14,12;14,12;Genérico;Sim
CLORIDRATO DE SERTRALINA;22,04;22,04;Similar;Não
ROTIGOTINA;79,97;91,86;Novo;Não
FERRIPOLIMALTOSE;45,57;52,35;Específico;Não
"FUMARATO DE FORMOTEROL DI-HIDRATADO;BUDESONIDA";107,57;107,57;Novo;Sim
ÁCIDO ASCÓRBICO;8,72;10,02;Específico;Não
"HIDROCLOROTIAZIDA;LOSARTANA POTÁSSICA";35,65;35,65;Genérico;Sim
"CETOCONAZOL;DIPROPIONATO DE BETAMETASONA";14,26;16,39;Genérico;Sim
"TROXERRUTINA;CUMARINA";35,39;40,66;Novo;Sim
CLORIDRATO DE NEBIVOLOL;100,83;115,82;Genérico;Sim
"SULFATO DE GENTAMICINA;DIPROPIONATO DE BETAMETASONA";16,03;18,41;Genérico;Não
CLORIDRATO DE DONEPEZILA;132,45;132,45;Genérico;Sim
